"","STRUCTURE_NUMBER_008","YEAR_BUILT_027","COUNTY_CODE_003","DECK_COND_058","LAT_016","LONG_017","TOTAL_IMP_COST_096"
"3912","B44012700000000",1993,87,"7",44171302,88212087,0
"3913","B44012800000000",1993,87,"7",44171492,88212251,0
"3914","B44012900000000",1993,87,"7",44175185,88212088,0
"3915","B44013000000000",1993,87,"8",44175442,88212261,0
"3916","B44013100000000",1990,87,"N",44153138,88274230,0
"3917","B44013200000000",1992,87,"7",44175090,88211207,0
"3918","B44013300000000",1989,87,"N",44312241,88385794,0
"3919","B44013400000000",1989,87,"N",44311795,88390462,0
"3920","B44013500000000",1990,87,"N",44191509,88173321,0
"3921","B44013600000000",1991,87,"7",44273938,88403601,0
"3922","B44013700000000",1991,87,"N",44150943,88211855,0
"3923","B44013800000000",1992,87,"7",44285431,88270344,0
"3924","B44013900000000",1992,87,"7",44352078,88265049,0
"3925","B44014000000000",2005,87,"8",44175600,88264476,0
"3926","B44014100000000",1994,87,"7",44240064,88435316,0
"3927","B44014200000000",1994,87,"7",44240169,88434995,0
"3928","B44014300000000",2001,87,"N",44183830,88211370,0
"3929","B44014400000000",1994,87,"7",44241001,88440175,0
"3930","B44014600000000",1993,87,"7",44241118,88440586,0
"3931","B44014700000000",1993,87,"7",44241022,88441029,0
"3932","B44014800000000",1994,87,"7",44231304,88431082,0
"3933","B44014900000000",1994,87,"7",44234569,88433900,0
"3934","B44015000000000",1991,87,"N",44273138,88150996,0
"3935","B44015100000000",1992,87,"6",44273138,88131716,0
"3936","B44015200000000",1992,87,"7",44273126,88131236,0
"3937","B44015300000000",1990,87,"N",44155328,88182004,0
"3938","B44015400000000",1998,87,"8",44264038,88140882,0
"3939","B44015500000000",1992,87,"6",44154374,88275959,0
"3940","B44015600000000",1992,87,"6",44154179,88275796,0
"3941","B44015700000000",1992,87,"7",44162400,88280000,0
"3942","B44015800000000",1992,87,"7",44162239,88275780,0
"3943","B44015900000000",1999,87,"7",44205957,88113553,0
"3944","B44016000000000",1999,87,"7",44205686,88113591,0
"3945","B44016100000000",1992,87,"7",44164078,88275770,0
"3946","B44016200000000",1992,87,"7",44164403,88275936,0
"3947","B44016300000000",1992,87,"6",44153160,88275997,0
"3948","B44016400000000",1992,87,"7",44153052,88275788,0
"3949","B44016500000000",1992,87,"N",44161193,88275713,0
"3950","B44016600000000",1995,87,"7",44263831,88345201,0
"3951","B44016700000000",1994,87,"6",44260888,88142928,0
"3952","B44016800000000",1993,87,"7",44231138,88174873,0
"3953","B44017000000000",1995,87,"8",44275450,88432146,0
"3954","B44017100000000",1996,87,"8",44175310,88234341,1643
"3955","B44017200000000",1995,87,"7",44175223,88222932,0
"3956","B44017400000000",1995,87,"7",44152235,88192698,0
"3957","B44017500000000",1995,87,"N",44152232,88192568,0
"3958","B44017600000000",1996,87,"8",44254842,88234014,0
"3959","B44017700000000",1997,87,"7",44171659,88275993,0
"3960","B44017800000000",1997,87,"7",44171760,88275707,0
"3961","B44017900000000",2002,87,"8",44175088,88184618,0
"3962","B44018000000000",2001,87,"8",44313810,88194595,0
"3963","B44018100000000",2002,87,"7",44232592,88172883,0
"3964","B44018200000000",2002,87,"7",44172062,88442038,0
"3965","B44018300000000",2003,87,"7",44213900,88441241,0
"3966","B44018400000000",1999,87,"8",44164848,88160936,4246
"3967","B44018500000000",1999,87,"8",44164002,88161230,1145
"3968","B44018600000000",1996,87,"N",44153158,88155423,0
"3969","B44018700000000",2000,87,"7",44163783,88191413,0
"3970","B44018800000000",2000,87,"7",44153198,88241854,371
"3971","B44018900000000",2003,87,"7",44204172,88441661,0
"3972","B44019100000000",2001,87,"N",44300437,88161480,0
"3973","B44019200000000",2001,87,"N",44182410,88220220,0
"3974","B44019400000000",1999,87,"7",44183340,88211280,0
"3975","B44019600000000",1997,87,"N",44181920,88214140,0
"3976","B44019800000000",2008,87,"8",44292262,88384518,0
"3977","B44019900000000",2008,87,"8",44315344,88424228,0
"3978","B44020000000000",2004,87,"7",44293762,88135022,0
"3979","B44020100000000",2004,87,"7",44305886,88292196,0
"3980","B44020200000000",2004,87,"8",44241225,88222782,0
"3981","B44020300000000",2002,87,"N",44203678,88255123,0
"3982","B44020800000000",2009,87,"9",44191374,88162052,0
"3983","B44021000000000",2000,87,"N",44144866,88205844,0
"3984","B44021100000000",2010,87,"N",44203456,88152832,0
"3985","B44021200000000",2010,87,"9",44240510,88222172,0
"3986","B44021400000000",1936,87,"5",44324242,88284680,0
"3987","B44025200000000",2002,87,"N",44182930,88220870,0
"3988","B44025300000000",2002,87,"N",44182530,88222050,0
"3989","B44025700000000",2000,87,"N",44181640,88220240,0
"3990","B44026000000000",2009,87,"8",44153636,88231968,10114
"3991","B44026100000000",2004,87,"7",44184370,88203810,0
"3992","B44026200000000",2007,87,"N",44183528,88321218,0
"3993","B44026500000000",2006,87,"7",44254500,88162500,0
"3994","B44026600000000",2006,87,"N",44184560,88211330,0
"3995","B44026700000000",2011,87,"N",44185900,88212000,0
"3996","B44026800000000",2011,87,"8",44190200,88212700,0
"3997","B44026900000000",2011,87,"N",44185900,88211300,0
"3998","B44027000000000",2011,87,"N",44190200,88211100,0
"3999","B44027500000000",2009,87,"8",44153474,88231446,0
"4000","B44027600000000",2006,87,"7",44304164,88202340,0
"4001","B44027700000000",2009,87,"7",44181482,88180996,0
"4002","B44028200000000",2012,87,"8",44225300,88361058,0
"4003","B44028300000000",2012,87,"7",44351707,88292008,0
"4004","B44028400000000",2015,87,"9",44151970,88244610,0
"4005","B44028800000000",2006,87,"8",44223114,88184308,0
"4006","B44039000000000",2010,87,"N",44200820,88225140,0
"4007","B44046500000000",1938,87,"7",44171551,88260985,0
"4008","B44070900000000",1921,87,"6",44200798,88383953,0
"4009","B44088600000000",1946,87,"8",44152689,88241606,4578
"4010","B44089600000000",1892,87,"7",44200283,88381980,0
"4011","B45000100000000",1949,89,"6",43174964,87591046,0
"4012","B45000200000000",1915,89,"6",43231482,87523278,0
"4013","B45000300000000",1983,89,"8",43131718,87585286,1899
"4014","B45000400000000",1992,89,"6",43203077,88013054,0
"4015","B45000500000000",1981,89,"6",43290570,87521384,0
"4016","B45000600000000",1946,89,"5",43282177,87592558,0
"4017","B45000700000000",1999,89,"6",43141032,87593078,0
"4018","B45001000000000",1957,89,"6",43243951,87524929,0
"4019","B45001200000000",1957,89,"5",43201786,88024093,0
"4020","B45001300000000",1961,89,"4",43201597,88001833,534
"4021","B45001500000000",2001,89,"6",43191286,87551223,0
"4022","B45001600000000",1969,89,"4",43203421,87590663,703
"4023","B45001700000000",1966,89,"5",43114951,87552282,2219
"4024","B45001800000000",1966,89,"6",43122389,87551895,0
"4025","B45001900000000",1966,89,"6",43131574,87551677,904
"4026","B45002000000000",1966,89,"6",43131721,87551856,904
"4027","B45002100000000",1966,89,"7",43150000,87551200,0
"4028","B45002200000000",1966,89,"6",43164858,87551844,1505
"4029","B45002300000000",1967,89,"6",43174175,87551496,0
"4030","B45002400000000",1967,89,"6",43174080,87551315,0
"4031","B45002500000000",1967,89,"6",43183350,87551570,0
"4032","B45002700000000",1967,89,"5",43195200,87552150,1065
"4033","B45002800000000",1966,89,"N",43173503,87551425,0
"4034","B45002900000000",1967,89,"6",43281089,87582899,0
"4035","B45003000000000",1975,89,"5",43202280,87553080,0
"4036","B45003100000000",1975,89,"5",43202820,87552750,0
"4037","B45003200000000",1972,89,"5",43211050,87553220,0
"4038","B45003300000000",1972,89,"8",43220555,87552945,0
"4039","B45003400000000",1971,89,"8",43230528,87553939,0
"4040","B45003500000000",1971,89,"8",43230672,87554180,0
"4041","B45003600000000",1971,89,"7",43230000,87560000,0
"4042","B45003700000000",1974,89,"8",43240691,87554024,0
"4043","B45003900000000",1974,89,"7",43243600,87560000,0
"4044","B45004000000000",1974,89,"7",43243489,87541063,0
"4045","B45004100000000",1974,89,"7",43243646,87541073,0
"4046","B45004200000000",1974,89,"7",43244220,87532778,0
"4047","B45004300000000",1974,89,"8",43244260,87524635,0
"4048","B45004400000000",1974,89,"8",43244108,87525080,0
"4049","B45004500000000",1974,89,"7",43244245,87521575,1691
"4050","B45004600000000",1974,89,"7",43250067,87514243,0
"4051","B45004700000000",1974,89,"7",43250267,87514308,0
"4052","B45004800000000",1974,89,"7",43261024,87502969,0
"4053","B45004900000000",1974,89,"8",43261438,87502702,0
"4054","B45005000000000",1974,89,"8",43263068,87500852,0
"4055","B45005100000000",1974,89,"8",43263185,87501009,0
"4056","B45005200000000",1974,89,"7",43273000,87502400,0
"4057","B45005300000000",1974,89,"8",43281332,87495160,0
"4058","B45005400000000",1974,89,"8",43290574,87495153,0
"4059","B45005500000000",1974,89,"6",43313000,87501200,0
"4060","B45005600000000",1974,89,"6",43305041,87492967,0
"4061","B45005700000000",1974,89,"7",43314348,87491822,0
"4062","B45005800000000",1974,89,"6",43314230,87491638,0
"4063","B45005900000000",1974,89,"7",43241600,87551463,0
"4064","B45006000000000",1974,89,"7",43323436,87484193,0
"4065","B45006100000000",1974,89,"7",43323552,87484379,0
"4066","B45006200000000",2002,89,"N",43230240,87564918,0
"4067","B45006400000000",1974,89,"N",43270762,87495724,0
"4068","B45006500000000",1974,89,"N",43272107,87495772,0
"4069","B45006600000000",1974,89,"N",43275043,87495238,0
"4070","B45006700000000",1974,89,"N",43251118,87562400,0
"4071","B45006800000000",1981,89,"6",43231161,87521515,0
"4072","B45006900000000",1981,89,"5",43165238,87552856,0
"4073","B45007000000000",1984,89,"7",43170246,87581749,0
"4074","B45007100000000",1985,89,"6",43183338,87570343,0
"4075","B45007200000000",1984,89,"8",43174130,87550915,0
"4076","B45007300000000",1986,89,"7",43244486,87524956,0
"4077","B45007400000000",1986,89,"5",43203961,88001621,0
"4078","B45007500000000",1986,89,"5",43285232,88022691,0
"4079","B45007600000000",1987,89,"6",43155547,87560341,0
"4080","B45007700000000",1987,89,"N",43150894,88001312,0
"4081","B45007800000000",1988,89,"5",43164884,87553627,0
"4082","B45007900000000",1988,89,"6",43164837,87562980,0
"4083","B45008000000000",1988,89,"6",43135698,87590181,567
"4084","B45008200000000",1988,89,"7",43225413,87560176,0
"4085","B45008300000000",1990,89,"5",43191232,87565624,0
"4086","B45008400000000",1994,89,"7",43192268,87584471,0
"4087","B45008500000000",1990,89,"6",43122471,88021806,0
"4088","B45008600000000",1992,89,"5",43174112,87563807,0
"4089","B45008700000000",1992,89,"6",43134944,87590065,0
"4090","B45008800000000",1993,89,"6",43150267,87592599,0
"4091","B45008900000000",1996,89,"6",43190723,87565648,0
"4092","B45009000000000",1996,89,"5",43150275,87562675,0
"4093","B45009100000000",1999,89,"6",43251676,87523254,1440
"4094","B45009200000000",2003,89,"7",43173888,87581356,0
"4095","B45009300000000",2004,89,"6",43201381,87594814,0
"4096","B45009400000000",2004,89,"7",43130677,88023614,0
"4097","B45009500000000",2005,89,"7",43225457,87561400,0
"4098","B45009900000000",2010,89,"N",43120204,87580719,0
"4099","B45010000000000",2013,89,"8",43281327,87521029,0
"4100","B45010100000000",2015,89,"N",43201200,87565840,0
"4101","B46000100000000",1961,91,"6",44380152,92015500,0
"4102","B46000200000000",1975,91,"N",44350226,92054302,0
"4103","B46000300000000",1976,91,"7",44373534,92003916,0
"4104","B46000400000000",1976,91,"N",44373089,91542698,0
"4105","B46000500000000",1979,91,"6",44372381,92003224,0
"4106","B46000600000000",1979,91,"N",44352544,92055762,0
"4107","B46000700000000",1979,91,"N",44373126,91592477,0
"4108","B46000800000000",1980,91,"6",44340639,92074265,0
"4109","B46000900000000",1981,91,"7",44382680,92015381,0
"4110","B46001000000000",1980,91,"7",44394195,92023815,0
"4111","B46001100000000",1983,91,"7",44362568,91522343,0
"4112","B46001200000000",1982,91,"8",44280646,92122693,0
"4113","B46001300000000",1984,91,"5",44330127,92054136,0
"4114","B46001400000000",1984,91,"7",44295797,92214058,0
"4115","B46001500000000",1996,91,"7",44391661,92021346,0
"4116","B46001600000000",1986,91,"8",44284740,92122259,0
"4117","B46001700000000",1986,91,"8",44333321,92063137,0
"4118","B46001800000000",1986,91,"7",44385711,92014348,0
"4119","B46001900000000",1987,91,"7",44402399,92012699,0
"4120","B46002000000000",1994,91,"6",44370385,91532593,0
"4121","B46002100000000",1993,91,"8",44402067,92031553,0
"4122","B46002200000000",1995,91,"7",44261850,92052655,0
"4123","B46002300000000",1990,91,"N",44280397,92103279,0
"4124","B46002400000000",1991,91,"7",44355098,91503408,0
"4125","B46002500000000",1991,91,"7",44391328,92035127,0
"4126","B46002600000000",1995,91,"7",44322090,92164517,0
"4127","B46002700000000",1992,91,"7",44322310,92042635,0
"4128","B46002800000000",1996,91,"7",44384782,92014338,0
"4129","B46002900000000",1994,91,"N",44382519,92044491,0
"4130","B46003000000000",1994,91,"7",44383239,92015735,0
"4131","B46003100000000",1994,91,"7",44375657,91591001,0
"4132","B46003200000000",1994,91,"7",44375363,91584788,0
"4133","B46003300000000",1994,91,"7",44381856,92010421,0
"4134","B46003400000000",1994,91,"7",44381746,92010003,0
"4135","B46003500000000",1994,91,"7",44383692,92021699,0
"4136","B46003600000000",1993,91,"8",44395202,92055794,0
"4137","B46003700000000",1995,91,"N",44273262,92120971,0
"4138","B46003800000000",1995,91,"7",44273948,92125102,0
"4139","B46003900000000",1995,91,"7",44283223,92143347,0
"4140","B46004100000000",2006,91,"7",44375140,91581640,0
"4141","B46004200000000",1999,91,"7",44391592,92040118,0
"4142","B46004500000000",1998,91,"7",44373143,91551039,0
"4143","B46004700000000",2004,91,"7",44314618,92033947,0
"4144","B46004800000000",2004,91,"7",44283635,92142713,0
"4145","B46004900000000",2005,91,"8",44312586,92042267,0
"4146","B46005000000000",2001,91,"N",44333954,92062175,0
"4147","B46005100000000",2001,91,"N",44373678,92031416,0
"4148","B46005200000000",2001,91,"N",44263735,92061949,0
"4149","B46005500000000",2008,91,"7",44382998,91560934,0
"4150","B46085900000000",1933,91,"7",44392398,92042722,0
"4151","B46086000000000",1930,91,"6",44391594,92040110,152
"4152","B47000500000000",1949,93,"N",44460879,92290802,0
"4153","B47000700000000",1952,93,"5",44500412,92131588,0
"4154","B47000800000000",1952,93,"N",44422246,92310206,0
"4155","B47000900000000",1952,93,"N",44433623,92310212,0
"4156","B47001000000000",1953,93,"4",44381082,92111665,1109
"4157","B47001300000000",1954,93,"7",44393272,92191948,0
"4158","B47001600000000",1955,93,"N",44354081,92252047,281
"4159","B47001900000000",1956,93,"6",44434279,92142100,0
"4160","B47002000000000",1956,93,"7",44435419,92231877,0
"4161","B47002100000000",1956,93,"6",44490787,92390043,0
"4162","B47002300000000",1960,93,"5",44352147,92323339,0
"4163","B47002400000000",1960,93,"5",44342143,92321138,0
"4164","B47002500000000",1958,93,"7",44473847,92314813,0
"4165","B47002600000000",1959,93,"6",44381918,92112514,0
"4166","B47002700000000",1959,93,"5",44364155,92110517,0
"4167","B47002800000000",1960,93,"7",44442173,92245759,0
"4168","B47002900000000",1960,93,"6",44455539,92245800,0
"4169","B47003000000000",1960,93,"6",44490150,92243847,0
"4170","B47003100000000",1959,93,"N",44454128,92242578,0
"4171","B47003200000000",1960,93,"N",44384134,92364013,0
"4172","B47003300000000",1961,93,"6",44505160,92240767,0
"4173","B47003400000000",1962,93,"6",44440393,92193597,1290
"4174","B47003500000000",1962,93,"6",44435964,92183077,0
"4175","B47003700000000",1970,93,"6",44472530,92083511,0
"4176","B47003800000000",1970,93,"6",44435471,92345747,0
"4177","B47003900000000",1969,93,"N",44512146,92321282,0
"4178","B47004000000000",1990,93,"6",44445733,92481193,0
"4179","B47004100000000",1971,93,"N",44394020,92381036,0
"4180","B47004200000000",1970,93,"4",44430377,92402203,596
"4181","B47004300000000",1974,93,"5",44495785,92304114,0
"4182","B47004400000000",1978,93,"8",44463870,92095555,0
"4183","B47004500000000",1976,93,"4",44350506,92100875,356
"4184","B47004700000000",1978,93,"8",44443706,92465625,0
"4185","B47004800000000",1979,93,"4",44412967,92344274,592
"4186","B47004900000000",1978,93,"N",44374895,92113094,0
"4187","B47005000000000",1979,93,"4",44351640,92095894,659
"4188","B47005200000000",1978,93,"N",44434227,92452924,0
"4189","B47005300000000",1980,93,"8",44371512,92263429,0
"4190","B47005400000000",1983,93,"4",44380145,92340727,562
"4191","B47005500000000",1982,93,"5",44510791,92374553,0
"4192","B47005600000000",1983,93,"5",44402743,92265061,0
"4193","B47005700000000",1982,93,"7",44415857,92131927,0
"4194","B47005800000000",1983,93,"7",44493349,92235103,0
"4195","B47005900000000",1983,93,"8",44350845,92192975,0
"4196","B47006000000000",1992,93,"N",44411975,92323958,0
"4197","B47006100000000",1984,93,"7",44492325,92124272,0
"4198","B47006200000000",1984,93,"7",44452670,92180333,0
"4199","B47006300000000",1984,93,"7",44462688,92313044,0
"4200","B47006400000000",1994,93,"7",44514518,92372865,0
"4201","B47006500000000",1982,93,"N",44454783,92102364,0
"4202","B47006600000000",1983,93,"N",44435535,92321517,0
"4203","B47006800000000",1986,93,"6",44414178,92344422,0
"4204","B47006900000000",1985,93,"7",44470350,92085103,0
"4205","B47007000000000",1986,93,"N",44404732,92272504,0
"4206","B47007100000000",1986,93,"7",44395110,92112198,0
"4207","B47007200000000",1987,93,"7",44400958,92262560,0
"4208","B47007300000000",1987,93,"8",44401504,92263997,0
"4209","B47007400000000",1986,93,"7",44453013,92330788,0
"4210","B47007500000000",1986,93,"7",44441062,92343844,0
"4211","B47007600000000",1988,93,"7",44510219,92141568,0
"4212","B47007700000000",1986,93,"7",44464221,92092509,0
"4213","B47007800000000",1989,93,"4",44503180,92141318,725
"4214","B47007900000000",1989,93,"6",44502970,92143536,0
"4215","B47008000000000",1986,93,"N",44405949,92211005,0
"4216","B47008100000000",1989,93,"7",44491680,92235995,0
"4217","B47008200000000",1987,93,"7",44375687,92112427,0
"4218","B47008300000000",1990,93,"7",44426105,92141219,0
"4219","B47008400000000",1987,93,"7",44425016,92123427,0
"4220","B47008500000000",1990,93,"7",44432009,92093695,0
